lead_id,user_id,assignment_ts,assignment_date,lead_source,call_center,region,car_segment,lead_channel,user_tenure_bucket,price_bucket,assignment_hour,assignment_weekday,is_weekend,user_active_days_30d,user_age_days,prior_assignments_30d,seller_inventory_count,seller_response_rate_30d,item_price_log,car_age_years,mileage_km_log,item_views_1d,item_views_3d,item_views_7d,item_views_14d,item_views_30d,item_views_90d,item_favorites_1d,item_favorites_3d,item_favorites_7d,item_favorites_14d,item_favorites_30d,item_favorites_90d,detail_expands_1d,detail_expands_3d,detail_expands_7d,detail_expands_14d,detail_expands_30d,detail_expands_90d,photo_swipes_1d,photo_swipes_3d,photo_swipes_7d,photo_swipes_14d,photo_swipes_30d,photo_swipes_90d,seller_page_views_1d,seller_page_views_3d,seller_page_views_7d,seller_page_views_14d,seller_page_views_30d,seller_page_views_90d,search_views_1d,search_views_3d,search_views_7d,search_views_14d,search_views_30d,search_views_90d,query_refinements_1d,query_refinements_3d,query_refinements_7d,query_refinements_14d,query_refinements_30d,query_refinements_90d,similar_item_clicks_1d,similar_item_clicks_3d,similar_item_clicks_7d,similar_item_clicks_14d,similar_item_clicks_30d,similar_item_clicks_90d,saved_search_matches_1d,saved_search_matches_3d,saved_search_matches_7d,saved_search_matches_14d,saved_search_matches_30d,saved_search_matches_90d,user_contacts_1d,user_contacts_3d,user_contacts_7d,user_contacts_14d,user_contacts_30d,user_contacts_90d,chat_opens_1d,chat_opens_3d,chat_opens_7d,chat_opens_14d,chat_opens_30d,chat_opens_90d,call_clicks_1d,call_clicks_3d,call_clicks_7d,call_clicks_14d,call_clicks_30d,call_clicks_90d,leadgen_prev_assigned_1d,leadgen_prev_assigned_3d,leadgen_prev_assigned_7d,leadgen_prev_assigned_14d,leadgen_prev_assigned_30d,leadgen_prev_assigned_90d,leadgen_prev_answered_1d,leadgen_prev_answered_3d,leadgen_prev_answered_7d,leadgen_prev_answered_14d,leadgen_prev_answered_30d,leadgen_prev_answered_90d,leadgen_prev_positive_1d,leadgen_prev_positive_3d,leadgen_prev_positive_7d,leadgen_prev_positive_14d,leadgen_prev_positive_30d,leadgen_prev_positive_90d,active_days_auto_1d,active_days_auto_3d,active_days_auto_7d,active_days_auto_14d,active_days_auto_30d,active_days_auto_90d,target
lead_1f284999e09fbe61,user_0010060,2026-04-07 12:57:00,2026-04-07,Model,voxys,west,standard,retargeting,warm,low,12.0,1.0,0.0,6.0,789.0,0.0,3.0,0.51826,12.372996,6.679,11.346977,0.0,2.0,1.0,3.0,13.0,,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,5.0,13.0,25.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,5.0,0
lead_879d94864b15eba2,user_0010061,2026-04-22 12:44:00,2026-04-22,Perf,external,west,budget,retargeting,warm,mid,12.0,2.0,0.0,12.0,58.0,1.0,2.0,0.380012,13.652548,3.376,11.264932,2.0,1.0,4.0,9.0,12.0,58.0,0.0,0.0,0.0,1.0,0.0,4.0,,0.0,0.0,5.0,3.0,9.0,0.0,0.0,1.0,,9.0,31.0,0.0,0.0,,0.0,0.9437019949587394,3.0,0.0,0.0,3.0,8.0,13.0,45.0,0.0,0.0,,2.0,3.0,9.0,0.0,0.0,0.0,2.0,4.0,15.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,14.0,0
lead_7b493182074fb656,user_0010062,2026-04-18 18:11:00,2026-04-18,CRM,voxys,south,standard,web,new,mid,18.0,5.0,1.0,12.0,201.0,0.0,31.0,0.325846,12.280577,2.654,10.806362,5.0,2.0,10.0,13.0,33.0,103.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,2.0,4.0,12.0,1.0,2.0,7.0,5.0,14.0,45.0,0.0,1.0,,1.1543723411139342,0.0,6.0,1.0,2.0,1.0,9.0,18.0,43.0,1.0,1.0,0.0,2.0,4.0,12.0,0.0,,2.0,4.0,4.0,,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,15.0,0
lead_bc071a1abc63a3f8,user_0010063,2026-04-12 16:56:00,2026-04-12,Model,voxys,west,budget,retargeting,new,mid,16.0,6.0,1.0,14.0,287.0,1.0,51.0,0.378224,13.477755,5.821,11.497667,1.0,0.0,4.0,6.0,21.0,40.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,1.0,4.0,8.0,21.0,0.0,0.0,0.0,0.9596001307770992,1.1885630806848382,0.0,0.0,0.0,1.0,5.0,20.0,27.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1
lead_590c1b4458d52811,user_0010064,2026-04-22 12:13:00,2026-04-22,CRM,external,west,premium,retargeting,loyal,mid,12.0,2.0,0.0,11.0,83.0,1.0,15.0,0.155059,12.846739,3.731,11.705921,0.0,0.0,6.0,9.0,16.0,52.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,5.0,3.0,0.0,2.0,2.0,,8.0,24.0,0.0,0.0,0.0,0.0,3.2533697281103238,2.0,,1.0,2.0,6.0,11.0,30.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,,2.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0
lead_3d197549426f1ac7,user_0010065,2026-04-13 10:02:00,2026-04-13,CRM,external,south,budget,app,warm,high,10.0,0.0,0.0,6.0,311.0,0.0,14.0,0.379397,13.784918,0.0,10.621113,1.0,3.0,4.0,9.0,14.0,26.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0,2.0,4.0,3.0,,16.0,0.0,0.0,0.0,0.0,1.8810695437373088,1.0,0.0,2.0,1.0,4.0,14.0,21.0,0.0,0.0,0.0,1.0,4.0,4.0,,0.0,2.0,1.0,6.0,10.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0
lead_1e6270a59be3a291,user_0010066,2026-04-17 10:57:00,2026-04-17,CRM,voxys,east,budget,app,warm,low,10.0,4.0,0.0,8.0,938.0,0.0,2.0,0.633006,12.321127,10.865,11.177694,0.0,2.0,9.0,13.0,20.0,39.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,4.0,9.0,1.0,0.0,1.0,6.0,4.0,21.0,0.0,0.0,0.9719274246439686,1.0532894050969086,0.9123227399620301,1.0,0.0,2.0,2.0,,7.0,21.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,9.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,,1.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,,0
lead_d80dfa470cb29535,user_0010067,2026-04-17 16:21:00,2026-04-17,Model,external,south,standard,partner,new,low,16.0,4.0,0.0,9.0,42.0,0.0,11.0,0.472351,12.415022,6.161,11.527227,2.0,9.0,7.0,28.0,40.0,119.0,,1.0,3.0,4.0,6.0,13.0,0.0,0.0,1.0,3.0,6.0,14.0,0.0,4.0,3.0,6.0,12.0,62.0,,0.0,0.0,4.447553321127176,3.2841187031768113,4.0,1.0,1.0,3.0,10.0,23.0,96.0,0.0,0.0,1.0,2.0,6.0,19.0,0.0,1.0,3.0,1.0,6.0,19.0,0.0,1.0,0.0,0.0,4.0,,,2.0,2.0,0.0,3.0,8.0,,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,3.0,2.0,7.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,12.0,1
lead_74b004ef3c2fe537,user_0010069,2026-04-07 19:35:00,2026-04-07,Perf,voxys,east,commercial,app,warm,low,19.0,1.0,0.0,8.0,346.0,0.0,26.0,,12.428561,6.466,11.910582,0.0,1.0,3.0,4.0,,35.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,1.0,0.0,2.0,,3.0,0.0,0.0,0.0,4.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,12.0,19.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,12.0,0
lead_56dc638c8275b7c2,user_0010070,2026-04-07 16:12:00,2026-04-07,CRM,external,north,budget,partner,loyal,low,16.0,1.0,0.0,9.0,154.0,0.0,4.0,0.719216,12.095011,7.233,11.931189,0.0,0.0,12.0,9.0,36.0,78.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,,11.0,3.0,1.0,,7.0,10.0,51.0,0.0,0.0,0.8343884640789577,0.0,2.839001881269464,9.0,1.0,2.0,3.0,12.0,10.0,63.0,1.0,2.0,1.0,2.0,8.0,12.0,0.0,0.0,1.0,0.0,4.0,19.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,6.0,18.0,0
lead_baec2861b00fb1b4,user_0010071,2026-04-16 14:39:00,2026-04-16,CRM,external,central,budget,retargeting,new,mid,14.0,3.0,0.0,13.0,175.0,2.0,6.0,0.513772,12.846174,2.84,10.915098,3.0,6.0,10.0,29.0,59.0,158.0,0.0,0.0,,3.0,4.0,14.0,0.0,1.0,6.0,5.0,10.0,20.0,2.0,1.0,9.0,15.0,34.0,80.0,0.0,0.0,0.0,2.872603108544758,,6.0,3.0,4.0,3.0,16.0,29.0,84.0,0.0,1.0,0.0,1.0,12.0,26.0,0.0,2.0,1.0,4.0,19.0,42.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,2.0,6.0,1.0,8.0,0.0,1.0,0.0,6.0,3.0,10.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,25.0,0
lead_3a81dfd30c32e1c7,user_0010072,2026-04-12 11:10:00,2026-04-12,Perf,voxys,east,budget,app,loyal,mid,11.0,6.0,1.0,10.0,1019.0,1.0,7.0,0.212029,13.314719,3.789,11.200772,1.0,0.0,2.0,14.0,16.0,65.0,0.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0,14.0,36.0,0.0,0.0,0.0,0.906991609511317,0.0,12.0,1.0,1.0,4.0,10.0,12.0,42.0,0.0,0.0,1.0,2.0,2.0,8.0,0.0,0.0,1.0,1.0,1.0,17.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,1.0,0.0,2.0,0.0,5.0,,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,1
lead_97a14c78ddac4abd,user_0010074,2026-04-07 17:38:00,2026-04-07,Model,voxys,south,standard,web,new,low,17.0,1.0,0.0,17.0,426.0,0.0,23.0,0.605109,11.849181,6.053,10.851676,1.0,3.0,6.0,16.0,33.0,87.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,,13.0,1.0,3.0,3.0,6.0,16.0,47.0,0.0,0.0,0.0,0.9485443770452003,3.068967981548748,3.0,1.0,5.0,3.0,8.0,10.0,38.0,0.0,0.0,3.0,2.0,5.0,18.0,0.0,0.0,2.0,1.0,6.0,14.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,2.0,3.0,,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0
lead_7c94d2ce142cfe35,user_0010075,2026-04-15 11:42:00,2026-04-15,CRM,voxys,east,standard,web,warm,mid,11.0,2.0,0.0,5.0,333.0,2.0,4.0,0.579711,13.007138,2.524,10.542325,0.0,5.0,0.0,11.0,21.0,67.0,,0.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,3.0,3.0,12.0,,0.0,4.0,6.0,7.0,,0.0,1.0,0.0,0.0,2.22006271036922,9.0,0.0,1.0,3.0,3.0,20.0,39.0,0.0,0.0,2.0,4.0,5.0,11.0,0.0,1.0,1.0,1.0,3.0,17.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,13.0,0
lead_ff24e37b0a33505f,user_0010076,2026-04-22 20:15:00,2026-04-22,CRM,voxys,west,commercial,partner,loyal,mid,20.0,2.0,0.0,9.0,159.0,0.0,3.0,0.606155,13.063632,3.063,10.743068,1.0,4.0,5.0,5.0,25.0,55.0,0.0,0.0,2.0,3.0,,5.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,2.0,7.0,35.0,0.0,2.0,0.0,0.0,0.9177951057997589,1.0,0.0,0.0,1.0,7.0,8.0,42.0,0.0,1.0,0.0,1.0,3.0,6.0,0.0,1.0,2.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,0
lead_ee97e35ed07dede6,user_0010077,2026-04-16 16:57:00,2026-04-16,Model,external,west,standard,partner,warm,mid,16.0,3.0,0.0,6.0,207.0,0.0,1.0,0.413229,12.955785,4.515,11.137303,0.0,1.0,2.0,7.0,19.0,67.0,0.0,0.0,1.0,1.0,,5.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,1.0,8.0,9.0,21.0,0.0,0.0,0.0,0.0,0.7663792485929993,7.0,1.0,2.0,3.0,4.0,,31.0,0.0,1.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,2.0,1.0,5.0,0.0,0.0,1.0,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,,0
lead_d0c046f1b8cb7cb9,user_0010078,2026-04-20 17:11:00,2026-04-20,CRM,external,north,budget,partner,new,low,17.0,0.0,0.0,21.0,490.0,2.0,2.0,0.464039,12.057578,8.152,10.738242,0.0,3.0,16.0,19.0,72.0,214.0,0.0,0.0,2.0,2.0,3.0,22.0,0.0,0.0,1.0,3.0,10.0,23.0,1.0,1.0,10.0,8.0,29.0,86.0,0.0,0.0,0.0,2.174892416494596,2.106490926906511,15.0,0.0,5.0,6.0,18.0,38.0,112.0,2.0,0.0,3.0,4.0,11.0,32.0,0.0,1.0,1.0,9.0,20.0,43.0,0.0,0.0,3.0,1.0,4.0,11.0,0.0,0.0,2.0,4.0,5.0,9.0,0.0,0.0,2.0,2.0,2.0,11.0,0.0,0.0,1.0,1.0,5.0,,0.0,1.0,0.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,18.0,1
lead_37f4d0f3df9bc08f,user_0010079,2026-04-10 15:53:00,2026-04-10,Perf,voxys,east,budget,app,new,low,15.0,4.0,0.0,14.0,812.0,0.0,4.0,0.483241,12.612043,8.548,11.395821,3.0,6.0,6.0,20.0,57.0,146.0,0.0,0.0,0.0,2.0,5.0,20.0,0.0,2.0,2.0,3.0,6.0,21.0,0.0,4.0,9.0,12.0,24.0,93.0,0.0,0.0,0.0,0.9896841975819427,4.15581943517785,12.0,0.0,1.0,10.0,9.0,41.0,92.0,0.0,0.0,1.0,3.0,2.0,,0.0,0.0,4.0,9.0,14.0,33.0,0.0,1.0,2.0,3.0,2.0,9.0,1.0,1.0,1.0,,4.0,12.0,0.0,0.0,2.0,0.0,2.0,8.0,1.0,1.0,,1.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,3.0,34.0,1
lead_a84ce79a1fac8772,user_0010080,2026-04-19 18:13:00,2026-04-19,CRM,external,west,premium,app,warm,low,18.0,6.0,1.0,6.0,253.0,0.0,46.0,0.450312,12.592323,7.968,12.703254,1.0,2.0,7.0,8.0,22.0,45.0,0.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,1.0,2.0,3.0,9.0,19.0,0.0,0.0,0.0,0.9470818520072803,2.3044532639183983,2.0,0.0,1.0,1.0,1.0,9.0,33.0,0.0,0.0,3.0,1.0,2.0,10.0,0.0,1.0,0.0,1.0,5.0,10.0,0.0,0.0,0.0,,3.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,3.0,5.0,0
lead_ee782e2d647cf7e8,user_0010081,2026-04-21 15:50:00,2026-04-21,CRM,external,north,standard,partner,loyal,high,15.0,1.0,0.0,12.0,378.0,0.0,11.0,0.559079,14.164541,3.033,10.394902,0.0,,4.0,12.0,22.0,51.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,3.0,4.0,12.0,29.0,0.0,0.0,0.0,0.7335705600512505,0.0,2.0,1.0,0.0,3.0,,13.0,30.0,0.0,2.0,1.0,2.0,5.0,7.0,0.0,1.0,0.0,1.0,2.0,14.0,0.0,0.0,1.0,0.0,,6.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,8.0,0
lead_f99add95cf9ced26,user_0010082,2026-04-10 12:46:00,2026-04-10,CRM,voxys,east,premium,partner,new,mid,12.0,4.0,0.0,16.0,288.0,0.0,14.0,0.211877,12.597216,7.282,10.735445,2.0,3.0,6.0,17.0,20.0,80.0,0.0,1.0,0.0,3.0,1.0,7.0,,0.0,2.0,2.0,2.0,6.0,,2.0,4.0,6.0,13.0,52.0,0.0,1.0,0.0,1.1313798116769078,0.0,8.0,1.0,2.0,0.0,7.0,24.0,42.0,1.0,1.0,2.0,1.0,4.0,15.0,0.0,0.0,1.0,1.0,6.0,21.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,1.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,2.0,6.0,21.0,0
lead_70ef2be14fd3f335,user_0010083,2026-04-07 12:18:00,2026-04-07,CRM,voxys,north,premium,web,warm,mid,12.0,1.0,0.0,25.0,1861.0,1.0,29.0,0.428295,12.928214,3.583,10.386299,3.0,7.0,14.0,30.0,83.0,256.0,0.0,0.0,1.0,1.0,5.0,18.0,0.0,0.0,5.0,6.0,9.0,32.0,0.0,6.0,7.0,15.0,41.0,100.0,0.0,0.0,0.9761978881765864,2.795580111636369,3.1298303619336836,13.0,0.0,7.0,7.0,25.0,38.0,138.0,0.0,2.0,1.0,5.0,7.0,29.0,2.0,2.0,3.0,10.0,12.0,53.0,,1.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,1.0,6.0,14.0,0.0,1.0,,2.0,5.0,,0.0,2.0,2.0,2.0,6.0,10.0,0.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,10.0,33.0,1
lead_66bcbf608054e7e0,user_0010086,2026-04-11 11:07:00,2026-04-11,Model,external,south,standard,app,warm,low,11.0,5.0,1.0,16.0,106.0,0.0,18.0,0.47868,12.637446,5.889,11.413807,2.0,3.0,8.0,,54.0,151.0,0.0,0.0,,3.0,4.0,16.0,0.0,1.0,4.0,1.0,5.0,19.0,1.0,3.0,5.0,15.0,36.0,73.0,0.0,0.0,0.0,1.782352876721231,1.7991297040275727,8.0,1.0,2.0,16.0,14.0,41.0,85.0,0.0,0.0,4.0,3.0,7.0,23.0,1.0,0.0,1.0,7.0,4.0,42.0,0.0,0.0,1.0,,6.0,11.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0,0.0,4.0,2.0,2.0,8.0,0.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,5.0,25.0,0
lead_74d31f13150c1141,user_0010088,2026-04-19 16:16:00,2026-04-19,CRM,voxys,north,commercial,web,warm,mid,16.0,6.0,1.0,13.0,376.0,0.0,31.0,0.412985,13.171402,2.636,10.774638,0.0,1.0,8.0,22.0,23.0,71.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,3.0,8.0,0.0,2.0,2.0,9.0,18.0,45.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,10.0,11.0,49.0,1.0,1.0,2.0,1.0,4.0,14.0,0.0,1.0,0.0,0.0,3.0,,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,,2.0,9.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0,5.0,10.0,0
lead_febfcb3921e010e2,user_0010089,2026-04-12 17:16:00,2026-04-12,Perf,external,east,standard,web,warm,mid,17.0,6.0,1.0,9.0,171.0,2.0,1.0,0.549218,14.007296,2.581,11.304688,,3.0,7.0,14.0,20.0,80.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,4.0,11.0,0.0,2.0,5.0,4.0,15.0,36.0,0.0,0.0,0.0,0.0,2.1256238726227585,3.0,1.0,0.0,3.0,8.0,14.0,31.0,0.0,1.0,2.0,2.0,1.0,12.0,0.0,0.0,0.0,2.0,2.0,19.0,0.0,0.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0
lead_de512aa484d83374,user_0010090,2026-04-17 15:58:00,2026-04-17,Model,external,east,premium,retargeting,warm,high,15.0,4.0,0.0,6.0,157.0,1.0,53.0,0.241158,13.181945,0.0,10.825653,0.0,2.0,4.0,5.0,13.0,49.0,,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,,4.0,12.0,1.0,0.0,1.0,1.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,9.0,23.0,0.0,,1.0,0.0,2.0,,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0,4.0,0
